"Are you sure you want to send Shipment email to customer?","Are you sure you want to send Shipment email to customer?"
"Are you sure you want to send order email to customer?","Are you sure you want to send order email to customer?"
"Are you sure you want to void the payment?","Are you sure you want to void the payment?"
"Are you sure?","Bạn có chắc không?"
"Are you sure? This order will be cancelled and a new one will be created instead","Bạn có chắc chắn? Đơn hàng này sẽ bị huỷ và tạo ra một đơn hàng mới thay thế."
"At least a payment ID must be set.","Ít nhất phải có một ID thanh toán."
"Authorization amount %s pending approval on gateway.","Authorization amount %s pending approval on gateway."
"Authorized amount of %s.","Authorized amount of %s."
"Back to My Orders","Trở lại DS Đơn hàng"
"Backordered","Backordered"
"Bill to First name","Tên người thanh toán"
"Bill to Last name","Họ người thanh toán"
"Bill to Name","Người thanh toán"
"Billing Address","Địa chỉ thanh toán"
"Buy %s for price %s","Mua %s với giá %s"
"Can not add order history.","Không thể thêm lịch sử đơn hàng."
"Can not do invoice for order.","Không thể tạo hoá đơn cho đơn hàng."
"Can not do shipment for order.","Không thể Vận chuyển đơn hàng này."
"Can not register existing shipment","Can not register existing shipment"
"Can\'t get order instance","Can\'t get order instance"
"Cancel","Huỷ"
"Cancel invoice","Huỷ Hoá đơn"
"Cancel order","Huỷ đơn hàng"
"Canceled","Đã huỷ"
"Cancelled order offline.","Cancelled order offline."
"Cancelled order online.","Cancelled order online."
"Cannot create an empty shipment.","Cannot create an empty shipment."
"Cannot register existing creditmemo","Cannot register existing creditmemo"
"Cannot register existing invoice","Cannot register existing invoice"
"Capture","Capture"
"Capture Amount","Capture Amount"
"Capture Offline","Capture Offline"
"Capture Online","Capture Online"
"Capture invoice","Capture invoice"
"Captured amount of %s online.","Captured amount of %s online."
"Carrier","Đơn vị Vận chuyển"
"Change Status","Chuyển trạng thái"
"Change status, add comments","Change status, add comments"
"Checkout totals sort order","Checkout totals sort order"
"Click to change shipping method","Click to change shipping method"
"Close","Đóng"
"Closed","Đã đóng"
"Comment","Nhận xét"
"Comment Text","Comment Text"
"Comments","Comments"
"Comments History","Comments History"
"Complete","Hoàn thành"
"Country","Quốc gia"
"Coupon code accepted.","Mã giảm giá được chấp nhận"
"Coupons","Mã giảm giá được chấp nhận"
"Create","Tạo"
"Create New Customer","Tạo mới Khách hàng"
"Create New Order","Tạo mới Đơn hàng"
"Create New Order for %s","Tạo mới Đơn hàng cho %s"
"Create New Order for %s in %s","Tạo mới Đơn hàng cho %s trong %s"
"Create New Order for New Customer","Tạo Đơn hàng cho KH mới"
"Create New Order for New Customer in %s","Tạo Đơn hàng cho KH mới trong %s"
"Create Shipment","Tạo Vận chuyển"
"Create new invoice for order","Tạo Hóa đơn cho Đơn hàng"
"Create new shipment for order","Tạo Vận chuyển cho Đơn hàng"
"Created At","Tạo bởi"
"Credit Memo","Credit Memo"
"Credit Memo #","Credit Memo #"
"Credit Memo # ","Credit Memo # "
"Credit Memo Comment Email Sender","Credit Memo Comment Email Sender"
"Credit Memo Comment Email Template","Credit Memo Comment Email Template"
"Credit Memo Comment Email Template for Guest","Credit Memo Comment Email Template for Guest"
"Credit Memo Comments","Credit Memo Comments"
"Credit Memo Email Sender","Credit Memo Email Sender"
"Credit Memo Email Template","Credit Memo Email Template"
"Credit Memo Email Template for Guest","Credit Memo Email Template for Guest"
"Credit Memo Update","Credit Memo Update"
"Credit Memo Update for Guest","Credit Memo Update for Guest"
"Credit Memo email not sent","Credit Memo email not sent"
"Credit Memo email sent","Credit Memo email sent"
"Credit Memo...","Credit Memo..."
"Credit Memos","Credit Memos"
"Creditmemo","Creditmemo"
"Custom Options","Custom Options"
"Custom Price","Custom Price"
"Custom Value","Custom Value"
"Customer","Khách hàng"
"Customer Group","Nhóm khách hàng"
"Customer My Account Order Creditmemo View","Customer My Account Order Creditmemo View"
"Customer My Account Order History","Customer My Account Order History"
"Customer My Account Order Invoice View","Customer My Account Order Invoice View"
"Customer My Account Order Shipment View","Customer My Account Order Shipment View"
"Customer My Account Order View","Customer My Account Order View"
"Customer Name","Tên khách hàng"
"Customer\'s Current Activities","Customer\'s Current Activities"
"Date","Ngày "
"Date Shipped","Ngày chuyển hàng"
"Date of Birth","Ngày sinh"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)","Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)"
"Delete","Xoá"
"Description message","Description message"
"Discount","Giảm giá"
"Discount (%s)","Giảm giá (%s)"
"Discount Amount","Tiền giảm giá"
"Discounts","Giảm giá"
"Display Order ID in Header","Display Order ID in Header"
"Document","Tài liệu"
"Edit","Sửa"
"Edit Gift Messsage","Sửa lời nhắn"
"Edit Order","Sửa đơn hàng"
"Edit Order #%s","Sửa đơn hàng #%s"
"Email","Email"
"Email Copy of Credit Memo","Email Copy of Credit Memo"
"Email Copy of Invoice","Email Bản sao đơn hàng"
"Email Copy of Shipment","Email Bản sao vận chuyển"
"Email Order Confirmation","Email Bản sao xác nhận"
"Enable","Cho phép"
"Enabled","Đã cho phép"
"Error to show in shopping cart","Lỗi khi hiển thị giỏ hàng"
"Excl. Tax","Không bao gồm Thuế"
"Female","Nữ"
"Failed to send order email.","Lỗi gửi Emai đơn hàng"
"Failed to void the payment.","Failed to void the payment."
"From","Từ"
"From Name","Từ "
"From:","Từ:"
"G.T. (Base)","G.T. (Base)"
"G.T. (Purchased)","G.T. (Purchased)"
"Get shipping methods and rates","Get shipping methods and rates"
"Gift","Quà tặng"
"Gift Message","Lời nhắn"
"Gift Message for Entire Order","Lời nhắn cho toàn bộ đơn hàng"
"Gift Message for this Order","Lời nhắn cho đơn hàng"
"Grand Total","Grand Total"
"Grand Total to be charged","Grand Total to be charged"
"Guest","Khách hàng"
"Hold","Tạm giữ"
"Hold action is not available","Hold action is not available"
"Hold order","Hold order"
"ID","ID"
"If empty, the default description above will be used","If empty, the default description above will be used"
"If empty, the default error above will be used","If empty, the default error above will be used"
"If the invoice was created offline, try creating an offline creditmemo.","If the invoice was created offline, try creating an offline creditmemo."
"Incl. Tax","Incl. Tax"
"Information","Thông tin"
"Invalid block: %s","Invalid block: %s"
"Invalid carrier specified.","Invalid carrier specified."
"Invalid draw line data. Please define ""lines"" array","Invalid draw line data. Please define ""lines"" array"
"Invalid item option format","Invalid item option format"
"Invalid qty to invoice item ""%s""","Invalid qty to invoice item ""%s"""
"Invalid qty to refund item ""%s""","Invalid qty to refund item ""%s"""
"Invalid qty to ship for item ""%s""","Invalid qty to ship for item ""%s"""
"Invalid renderer model","Invalid renderer model"
"Invalid request for adding product to quote","Invalid request for adding product to quote"
"Invoice","Hoá đơn"
"Invoice #","Hóa đơn #"
"Invoice # ","Hóa đơn # "
"Invoice #%s","Hóa đơn #%s"
"Invoice Comment Email Sender","Invoice Comment Email Sender"
"Invoice Comment Email Template","Invoice Comment Email Template"
"Invoice Comment Email Template for Guest","Invoice Comment Email Template for Guest"
"Invoice Comments","Nhận xét Hoá đơn"
"Invoice Date","Ngày lập Hoá đơn"
"Invoice Email Sender","Invoice Email Sender"
"Invoice Email Template","Invoice Email Template"
"Invoice Email Template for Guest","Invoice Email Template for Guest"
"Invoice Update","Cập nhật hoá đơn"
"Invoice Update for Guest","Invoice Update for Guest"
"Invoice and Packing Slip Design","Invoice and Packing Slip Design"
"Invoice and Ship...","Invoice and Ship..."
"Invoice can not be canceled","Invoice can not be canceled"
"Invoice can not be captured","Invoice can not be captured"
"Invoice can not be void","Invoice can not be void"
"Invoice cancel problem","Invoice cancel problem"
"Invoice capture problem","Invoice capture problem"
"Invoice email not sent","Invoice email not sent"
"Invoice email sent","Invoice email sent"
"Invoice void problem","Invoice void problem"
"Invoice will be created without communication with payment gateway.","Invoice will be created without communication with payment gateway."
"Invoice...","Hoá đơn..."
"Invoiced","Đã chuyển Hoá đơn"
"Invoices","Hoá đơn"
"Item","Thành phần"
"Item Status","Trạng thái thành phần"
"Item object is not specified.","Item object is not specified."
"Item option with code %s already exist","Item option with code %s already exist"
"Item options declare error","Item options declare error"
"Item ordered qty","Số lượng đặt hàng"
"Item qty declare error","Item qty declare error"
"Items Invoiced","Số lượng Hoá đơn"
"Items Ordered","Sản phẩm đã đặt"
"Items Refunded","Sản phẩm hoàn tiền"
"Items Shipped","Danh sách đã chuyển"
"Items options declare error.","Items options declare error."
"Items to Refund","Danh sách Hoàn tiền"
"Items to Ship","Danh sách để vận chuyển"
"Last ordered items","Sản phẩm mua mới nhất"
"Link to the new order","Liên kết đến Đơn hàng mới"
"Link to the previous order","Liên kết đơn hàng trước đó"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)"
"Logo for HTML print view","Logo for HTML print view"
"Logo for PDF print-outs (200x50)","Logo for PDF print-outs (200x50)"
"Male","Tên"
"Maximum shipping amount allowed to refound is: %s","Maximum shipping amount allowed to refound is: %s"
"Message","Tin nhắn"
"Message was successfully sent","Tin nhắn đã gửi thành công"
"Message:","Tin nhắn:"
"Minimum amount","Số lượng nhỏ nhất:"
"Minimum order amount","Số lượng đơn hàng nhỏ nhất"
"Mixed","Mixed"
"Move to Shopping Cart","Di chuyển đến giỏ hàng"
"Move to Wishlist","Di chuyển đến danh sách yêu thích"
"Multi-address description message","Multi-address description message"
"Multi-address error to show in shopping cart","Multi-address error to show in shopping cart"
"My Orders","Đơn hàng của tôi"
"My Orders - Details","Đơn hàng của tôi - Chi tiết"
"Name","Tên"
"New","Mới"
"New Credit Memo","New Credit Memo"
"New Credit Memo for Guest","New Credit Memo for Guest"
"New Invoice","New Invoice"
"New Invoice and Shipment for Order #%s","New Invoice and Shipment for Order #%s"
"New Invoice for Guest","New Invoice for Guest"
"New Invoice for Order #%s","New Invoice for Order #%s"
"New Order","Đơn hàng mới"
"New Order Confirmation Email Sender","New Order Confirmation Email Sender"
"New Order Confirmation Template","New Order Confirmation Template"
"New Order Confirmation Template for Guest","New Order Confirmation Template for Guest"
"New Order RSS","New Order RSS"
"New Order for Guest","New Order for Guest"
"New Shipment","New Shipment"
"New Shipment for Guest","New Shipment for Guest"
"New Shipment for Order #%s","New Shipment for Order #%s"
"New Status","Trạng thái mới"
"Newsletter Subscription","Newsletter Subscription"
"No Items","Không có"
"No Items To Refund","Không có sản phẩm Hoàn tiền"
"No Payment Methods","No Payment Methods"
"No detail for number ""%s""","No detail for number ""%s"""
"No items","No items"
"No order(s) put on hold","No order(s) put on hold"
"No order(s) released from holding status","No order(s) released from holding status"
"No ordered items","No ordered items"
"No shipping information available","No shipping information available"
"Non-supported Transaction Type ""%s"".","Non-supported Transaction Type ""%s""."
"Not Capture","Not Capture"
"Not Notified","Not Notified"
"Not enough valid data to save parent transaction ID.","Not enough valid data to save parent transaction ID."
"Notification Not Applicable","Notification Not Applicable"
"Notified","Notified"
"Notify Customer","Notify Customer"
"Number","Mã số"
"Number of Orders","Mã số đơn hàng"
"On Hold","On Hold"
"Order","Đơn hàng"
"Order #","Đơn hàng #"
"Order # ","Đơn hàng # "
"Order # %s","Đơn hàng # %s"
"Order #%s","Đơn hàng #%s"
"Order #%s - %s","Đơn hàng #%s - %s"
"Order API","Đơn hàng API"
"Order Comment","Nhận xét đơn hàng"
"Order Comment Email Sender","Order Comment Email Sender"
"Order Comment Email Template","Order Comment Email Template"
"Order Comment Email Template for Guest","Order Comment Email Template for Guest"
"Order Comments","Nhân xét đơn hàng"
"Order Credit Memos","Order Credit Memos"
"Order Currency:","Tiền cho đơn hàng:"
"Order Date","Ngày đặt hàng"
"Order Date (%s)","Ngày đặt hàng (%s)"
"Order Date: ","Ngày đặt hàng: "
"Order Date: %s","Ngày đặt hàng: %s"
"Order Details","Chi tiết đơn hàng"
"Order Grand Total","Thành tiền"
"Order History","Lịch sử đặt hàng"
"Order Information","Thông tin đơn hàng"
"Order Invoices","Hóa đơn đặt hàng"
"Order Shipments","Chuyển phát đơn hàng"
"Order Status","Trạng thái"
"Order Subtotal","Tổng phụ đơn hàng"
"Order Total","Tổng đơn hàng"
"Order Totals","Tổng đơn hàng"
"Order Update","Cập nhật đơn hàng"
"Order Update for Guest","Cập nhật đơn hàng cho khách"
"Order View","Xem đơn hàng"
"Order does not allow to be canceled.","Đơn hàng không được hủy bỏ."
"Order does not allow to create an invoice.","Đơn hàng không dược phép tạo hóa đơn."
"Order email has been successfully sent.","Email hoá đơn đã gửi thành công."
"Order has been successfully created","Hoá đơn đã tại thành công"
"Order invoice","Hóa đơn"
"Order object is not specified.","Hoá đơn không xác định"
"Order saving error: %s","Lỗi lưu hoá đơn: %s"
"Order shipments","Vận chuyển đơn hàng"
"Order was not cancelled.","Đơn hàng đã được hủy."
"Order was not put on hold.","Hoa đơn không chuyển tạm giữ."
"Order was not unholded.","Order was not unholded."
"Order was placed using %s","Order was placed using %s"
"Order was successfully cancelled.","Đơn hàn hủy thành công."
"Order was successfully put on hold.","Order was successfully put on hold."
"Order was successfully released from holding status.","Order was successfully released from holding status."
"Order(s) can not be canceled","Hoá đơn không thể huỷ"
"Ordered","Đã đặt"
"Orders","Đơn hàng"
"Original Price","Giá gốc"
"PDF Credit Memos","PDF Credit Memos"
"PDF Invoices","In hóa đơn PDF"
"PDF Packingslips","In dạng PDF gói hàng"
"PDF Print-outs","In dạng PDF"
"PDF object is not specified.","PDF object is not specified."
"PDF page object is not specified.","PDF page object is not specified."
"Packingslip # ","Packingslip # "
"Paid","Đã thanh toán"
"Paid Amount","Lượng thanh toán"
"Parent transaction ID must have a transaction ID.","Parent transaction ID must have a transaction ID."
"Partial","Partial"
"Payment Failed","Thanh toán không thành công"
"Payment Information","Thông tin thanh toán"
"Payment Method","Phương thức thanh toán"
"Payment Method:","Phương thức thanh toán:"
"Payment disallow storing objects.","Payment disallow storing objects."
"Payment has been voided successfully.","Payment has been voided successfully."
"Payment transactions disallow storing objects.","Payment transactions disallow storing objects."
"Pdf total model should extend Mage_Sales_Model_Order_Pdf_Total_Default","Pdf total model should extend Mage_Sales_Model_Order_Pdf_Total_Default"
"Pending","Chưa xử lý"
"Pending Payment","Thanh toán chưa xử ý"
"Period","Period"
"Placed from IP","Đặt từ địa chỉ IP"
"Please define PDF object before using","Please define PDF object before using"
"Please enter positive number in this field.","Please enter positive number in this field."
"Please select a customer","Please select a customer"
"Please select a store","Please select a store"
"Please select products to add","Please select products to add"
"Price","Giá"
"Print","In "
"Print All","In tất cả"
"Print All Invoices","In tất cả hóa đơn"
"Print All Refunds","In tất cả trả hàng"
"Print All Shipments","In tất cả "
"Print Credit Memos","Print Credit Memos"
"Print Invoice","In hóa đơn"
"Print Invoices","Print Invoices"
"Print Order","In đơn"
"Print Order # %s","In đơn # %s"
"Print Packingslips","Print Packingslips"
"Print Refund","Print Refund"
"Print Shipment","In"
"Processing","Đang xử lý"
"Processing data problem","Processing data problem"
"Product","Sản phẩm"
"Product Name","Tên sản phẩm"
"Products","Sản phẩm"
"Products in Compare List","Danh sách sản phẩm so sánh"
"Profit","Lợi nhuận"
"Proper payment object must be set.","Proper payment object must be set."
"Purchased From","Purchased From"
"Purchased On","Purchased On"
"Purchased from (store)","Purchased from (store)"
"QTY","SỐ LƯỢNG"
"Qty","Số lượng"
"Qty Invoiced","Số lượng hợp đồng"
"Qty Ordered","Số lượng đặt hàng"
"Qty Shipped","Số lượng chuyển phát"
"Qty To Add","Số lượng thêm vào giỏ"
"Qty to Invoice","Qty to Invoice"
"Qty to Refund","Qty to Refund"
"Qty to Ship","Qty to Ship"
"Rate","Rate"
"Recent Orders","Đơn hàng gần đây"
"Recently Compared Products","So sánh sản phẩm gần đây"
"Recently Viewed","Recently Viewed"
"Recently Viewed Products","Recently Viewed Products"
"Refresh","Refresh"
"Refund","Hoàn tiền"
"Refund #","Hoàn tiền #"
"Refund #%s","Hoàn tiền #%s"
"Refund Amount","Số tiền hoàn trả"
"Refund Offline","Refund Offline"
"Refund Shipping","Refund Shipping"
"Refund Totals","Refund Totals"
"Refunded","Đã trả lại"
"Refunded amount of %s offline.","Refunded amount of %s offline."
"Refunded amount of %s online.","Refunded amount of %s online."
"Refunds","Hoàn tiền"
"Registered a Void notification.","Registered a Void notification."
"Registered notification about authorized amount of %s.","Registered notification about authorized amount of %s."
"Registered notification about captured amount of %s.","Registered notification about captured amount of %s."
"Registered notification about refunded amount of %s.","Registered notification about refunded amount of %s."
"Remove","Xóa"
"Remove Coupon Code","Xóa mã giảm giá"
"Remove tracking number","Remove tracking number"
"Reorder","Đặt lại"
"Reorder...","Đặt lại..."
"Reset","Làm lại"
"Requested Payment Method is not available","Requested Payment Method is not available"
"Retrieve invoice info","Retrieve invoice info"
"Retrieve invoice information","Retrieve invoice information"
"Retrieve list of invoices by filters","Retrieve list of invoices by filters"
"Retrieve list of orders by filters","Retrieve list of orders by filters"
"Retrieve list of shipments by filters","Retrieve list of shipments by filters"
"Retrieve order information","Retrieve order information"
"Retrieve orders info","Retrieve orders info"
"Retrieve shipment info","Retrieve shipment info"
"Retrieve shipment information","Retrieve shipment information"
"Return to Stock","Return to Stock"
"Returned","Returned"
"Row Subtotal","Row Subtotal"
"Row Total","Row Total"
"SHIP TO:","Người nhận hàng:"
"SKU","SKU"
"SOLD TO:","Người đặt hàng:"
"Sales","Sales"
"Sales Emails","Sales Emails"
"Sales Emails Section","Sales Emails Section"
"Sales Invoice Print View","Sales Invoice Print View"
"Sales Order Print View","Sales Order Print View"
"Sales Section","Sales Section"
"Sales Shipment Print View","Sales Shipment Print View"
"Same As Billing Address","Same As Billing Address"
"Save and Close Message","Save and Close Message"
"Save in address book","Lưu vào sổ địa chỉ"
"Select from existing customer addresses:","Select from existing customer addresses:"
"Send Credit Memo Comment Email Copy To","Send Credit Memo Comment Email Copy To"
"Send Credit Memo Email Copy To","Send Credit Memo Email Copy To"
"Send Email","Gửi Email"
"Send Invoice Comment Email Copy To","Send Invoice Comment Email Copy To"
"Send Invoice Email Copy To","Send Invoice Email Copy To"
"Send Order Comment Email Copy To","Send Order Comment Email Copy To"
"Send Order Email Copy Method","Send Order Email Copy Method"
"Send Order Email Copy To","Send Order Email Copy To"
"Send Sales Emails","Send Sales Emails"
"Send Shipment Comment Email Copy To","Send Shipment Comment Email Copy To"
"Send Shipment Email Copy To","Send Shipment Email Copy To"
"Send Tracking Information","Gửi thông tin theo dõi đơn hàng"
"Ship","Ship"
"Ship to","Chuyển đến"
"Ship to First name","Họ"
"Ship to Last name","Tên"
"Ship to Name","Tên người nhận"
"Ship...","Chuyển..."
"Shipment","Chuyển phát"
"Shipment #","Mã chuyển phát #"
"Shipment #%s","Mã chuyển phát #%s"
"Shipment #%s (%s)","Shipment #%s (%s)"
"Shipment Comment Email Sender","Shipment Comment Email Sender"
"Shipment Comment Email Template","Shipment Comment Email Template"
"Shipment Comment Email Template for Guest","Shipment Comment Email Template for Guest"
"Shipment Comments","Tin nhắn gửi hàng"
"Shipment Email Sender","Shipment Email Sender"
"Shipment Email Template","Shipment Email Template"
"Shipment Email Template for Guest","Shipment Email Template for Guest"
"Shipment Update","Shipment Update"
"Shipment Update for Guest","Shipment Update for Guest"
"Shipment email not sent","Shipment email not sent"
"Shipment email sent","Shipment email sent"
"Shipments","Shipments"
"Shipped","Được chuyển phát"
"Shipped By","Được chuyển phát bởi"
"Shipping","Đang chuyển phát"
"Shipping & Handling","Vận chuyển"
"Shipping &amp; Handling","Shipping &amp; Handling"
"Shipping &amp; Handling Information","Shipping &amp; Handling Information"
"Shipping Address","Địa chỉ nhận hàng"
"Shipping Amount","Số lượng chuyển phát"
"Shipping Information","Thông tin vận chuyển"
"Shipping Method","Phương thức vận chuyển"
"Shipping Method:","Phương thức vận chuyển:"
"Shipping Refund","Shipping Refund"
"Shipping and Tracking Information","Shipping and Tracking Information"
"Shopping Cart","Giỏ hàng"
"Signed Up From","Signed Up From"
"Sku","Mã hàng"
"Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout.","Sản phẩm Quý khách vừa chọn hoặc một số sản phẩm trong giỏ hàng không còn đủ số lượng theo yêu cầu."
"Some of the products below don\'t have all the required options. Please remove them and add again with all the required options.","Các sản phẩm dưới đây không có đầy đủ lựa chọn cần thiết. Xin quý khách vui lòng xóa và thêm vào giỏ hàng một lần nữa."
"Sorry, no quotes are available for this order at this time.","Sorry, no quotes are available for this order at this time."
"Source object is not specified.","Nguồn đối tượng không xác định."
"State/Province","Tỉnh/Thành"
"Status","Trạng thái"
"Store Credit","Store Credit"
"Submit Comment","Gửi nhận xét"
"Submit Credit Memo","Submit Credit Memo"
"Submit Order","Gửi đơn đặt hàng"
"Submit Shipment","Submit Shipment"
"Subscribe to Newsletter","Đăng ký nhận Email thông tin"
"Subscribe to Order Status","Đăng ký nhân thông tin"
"Subtotal","Tổng"
"Subtotal after discount","Tổng phụ sau giảm giá"
"Subtotal:","Tổng:"
"Suspected Fraud","Suspected Fraud"
"TAX/VAT Number","TAX/VAT Number"
"Tax","Thuế"
"Tax Amount","Tiền thuế"
"Tax Percent","Phần trăm Thuế"
"Telephone","Di động"
"The Order State ""%s"" must not be set manually.","The Order State ""%s"" must not be set manually."
"The item %s (SKU %s) doesn\'t exist in the catalog anymore","Sản phẩm %s (SKU %s) không còn trong hệ thống"
"The transaction ""%s"" (%s) is already closed.","Giao dịch ""%s"" (%s) đã đóng."
"There are no printable documents related to selected orders","Không có tài liệu nào liên quan đế đơn hàng có khả năng in"
"This message will be shown in shopping cart when subtotal after discount less than minimum amount","Tin nhắn này được hiện khi tổng hoá đơn sau giảm giá nhỏ hơn lượng tối thiểu."
"This operation requires an existing transaction object.","This operation requires an existing transaction object."
"This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be cancelled and a new order will be placed","This order contains (%s) items and therefore cannot be edited through the admin interface at this time, if you wish to continue editing the (%s) items will be removed, the order will be cancelled and a new order will be placed"
"This order no longer exists.","Không tồn tại hoá đơn"
"Tier Pricing","Tier Pricing"
"Title","Title"
"To","Người nhận"
"To Name","Người nhận"
"To:","Người nhận:"
"Total","Tổng"
"Total %d product(s)","Tổng %d sản phẩm"
"Total Due","Tổng thỏa thuận"
"Total Paid","Tổng phải trả"
"Total Qty","Tổng số lượng"
"Total Refund","Tổng trả lại"
"Total Refunded","Tổng được trả lại"
"Total Shipping Charges","Tổng chi phí chuyển hàng"
"Total Tax","Tổng thuế"
"Total(ex)","Total(ex)"
"Total(inc)","Total(inc)"
"Track Order","The dõi đơn hàng"
"Track all shipment(s)","Theo dõi các gói hàng"
"Track all shipments","Theo dõi tất cả gói hàng"
"Track this shipment","Theo dõi gói hàng này"
"Track your order","Theo dõi đơn hàng"
"Tracking","Tracking"
"Tracking Number","Mã chuyển phát"
"Tracking Number(s):","Mã chuyển phát(s):"
"Transaction ""%s"" was already processed.","Giao dịch ""%s"" được tiến hành."
"Transaction ID must not be empty.","ID giao dịch phải để trống."
"Transaction ID: ""%s"".","ID giao dịch: ""%s""."
"Unhold","Unhold"
"Unhold order","Unhold order"
"Unknown State","Không hiểu vùng"
"Unknown Status","Trạng thái không xác định"
"Update Changes","Cập nhật thay đổi"
"Update Items and Qty\'s","Update Items and Qty\'s"
"Update Qty\'s","Update Qty\'s"
"Validate each address separately in multi-address checkout","Validate each address separately in multi-address checkout"
"View","Xem"
"View All","Xem tất cả"
"View Order","Xem hoá đơn"
"Void","Void"
"Void invoice","Void invoice"
"Voided authorization.","Voided authorization."
"Website","Website"
"Wishlist","Danh sách yêu thích"
"You have placed no orders.","Bạn không tạo đơn hàng nào."
"Your credit card will be charged for","Your credit card will be charged for"
"ZIP/Post Code","ZIP/Post Code"
"separate by "",""","separate by "","""
"%s Item(s)","%s phần tử"
